species,words
Acer palmatum,"


=== Cultivars ===
Over 1,000 cultivars have been chosen for particular characteristics, which are propagated by asexual reproduction most often by grafting, but some cultivars can also be propagated by budding, cuttings, tissue culture, or layering"
Acer palmatum," Some cultivars are not in cultivation in the Western world or have been lost over the generations, but many new cultivars are developed each decade"
Acer palmatum," Cultivars are chosen for phenotypical aspects such as leaf shape and size (shallowly to deeply lobed, some also palmately compound), leaf color (ranging from chartreuse through dark green or from red to dark purple, others variegated with various patterns of white and pink), bark texture and color, and growth pattern"
Acer palmatum," Most cultivars are less vigorous and smaller than is typical for the species, but are more interesting than the relatively mundane species"
Acer palmatum,"  Cultivars come in a large variety of forms including upright, broom, weeping, cascading, dwarf, and shrub"
Acer palmatum,"  Most cultivars are artificially selected from seedlings of open-pollinated plants, purposeful breeding is not common, and less often from grafts of witch's brooms"
Acer palmatum,"

In Japan, iromomiji is used as an accent tree in Japanese gardens, providing gentle shade next to the house in the summer and beautiful colors in autumn"
Acer palmatum," Many cultivars have characteristics that come into prominence during different seasons, including the color of new or mature leaves, extraordinary autumn color, color and shape of samaras, or even bark that becomes more brightly colored during the winter"
Acer palmatum, Some cultivars can scarcely be distinguished from others unless labeled
Acer palmatum," In some cases, identical cultivars go by different names, while in other cases, different cultivars may be given the same name"
Acer palmatum,"


==== Popular cultivars ====
A selection of notable or popular cultivars, with brief notes about characteristics that apply during at least one season, includes the following"
Acer palmatum,agm indicates the cultivar has gained the Royal Horticultural Society's Award of Garden Merit
Acer palmatum,"

'Aka shigitatsu sawa'; pinkish-white leaves with green veins
'Ao ba jo'; a dwarf with bronze-green summer foliage
'Atropurpureum'; wine-red, including new branches (see 'Dissectum Atropurpureum')
'Beni-malko'agm
'Beni-tsukasa'agm
'Bloodgood'agm; an improved cultivar of 'Atropurpureum'
'Burgundy Lace'agm
'Butterfly'; small leaves with white borders
'Chitose-Yama'agm
'Crimson Queen' (see var"
Acer palmatum," dissectum 'Crimson Queen')
'Dissectum'; lace-like leaves, drooping habit
'Dissectum Atropurpureum'
var"
Acer palmatum," dissectum 'Crimson Queen'agm
var"
Acer palmatum," dissectum 'Garnet'agm
var"
Acer palmatum," dissectum 'Inaba-shidare'agm
var"
Acer palmatum," dissectum 'Seiryu';agm a green, tree-like shrub with finely dissected leaves
'Emperor 1'
'Garnet' (see var"
Acer palmatum," dissectum 'Garnet')
'Golden Pond'; greenish-yellow summer foliage
'Goshiki koto hime'; a delicate, variegated dwarf
'Higasa yama'; crinkled leaves variegated with yellow
'Hogyuko'; rich green leaves, turning orange in autumn
'Hupp's Dwarf'; a small, dense shrub with miniature leaves
'Inaba-shidare' (see var"
Acer palmatum," dissectum 'Inaba-shidare')
'Issai nishiki kawazu'; very rough, rigid bark
'Jerre Schwartz'; dwarf variety, toothed, deeply lobed, mid-dark green leaves, flushed pink and then bronze-green in spring, turning red in autumn"
Acer palmatum,"
'Kagiri nishiki'; similar to 'Butterfly' but more pinkish tones
'Karasu gawa'; slow-growing variegate with brilliant pink and white
'Katsura'agm; yellow-green leaves tipped with orange
'Koto no ito'; light green, thread-like leaves
'Little Princess'; a sparsely branched dwarf with irregular habit
'Mama'; a bushy dwarf with extremely variable foliage
'Masu murasaki'; a shrubby tree with purple leaves
'Mizu kuguri'; orange-tinted new growth and very wide habit
'Nigrum';agm deep purple leaves turning to crimson
'Nishiki gawa'; pinetree-like bark desirable for bonsai
'Nomura nishiki'; dark purple, lace-like leaves
'Ojishi'; tiny dwarf, grows only a few centimetres per year
'Orange Dream';agm leaves yellow in spring, greenish in summer, orange-yellow in autumn"
Acer palmatum," Bark bright green
'Ornatum'agm
'Osakazuki';agm tree-like shrub with spectacular autumn colour
'Peaches and Cream'; similar to 'Aka shigitatsu sawa'
'Pink Filigree'; finely dissected, brownish-pink leaves
'Red Filigree Lace'; delicate, finely dissected, dark purple
'Red Pygmy'agm
'Sango kaku';agm Coral-bark maple (formerly 'Senkaki'); with pinkish-red bark
'Seiryu' (see var"
Acer palmatum," dissectum 'Seiryu')
'Shaina'; a dwarf sport from 'Bloodgood'
'Shindeshojo'
'Shikage ori nishiki'; vase-shaped shrub with dull purple foliage
'Shishigashira'
'Skeeter's Broom'; derived from a 'Bloodgood' witch's broom
'Tamukeyama'; finely dissected, dark purple, cascading habit
'Trompenburg';agm slender, upright grower, convex lobes, purple leaves
'Tsuma gaki'; yellow leaves with reddish-purple borders
'Villa Taranto'agm
'Yuba e'; upright tree with scarlet variegationIn addition to the cultivars described above, a number of cultivar groups have been naturally selected over time to such an extent that seedlings often resemble the parent"
Acer palmatum," Many of these are sold under the same name as the cultivars, or even propagated by grafting, so there is often much ambiguity in distinguishing them"
Acer palmatum," In particular, a number of dark-red Acer palmatum are sold with the names ‘Atropurpureum’ and ‘Bloodgood’"
Acer palmatum," Many different cultivars with delicate lace-like foliage are sold under names such as ‘Dissectum’, ‘Filigree’ and ‘Laceleaf’"
Acer palmatum,"


=== Similar species ===
The term ""Japanese maple"" is also sometimes used to describe other species, usually within the series Palmata, that are similar to A"
Acer palmatum," palmatum and native to China, Korea or Japan, including:

Acer duplicatoserratum (syn"
Acer palmatum, A
Acer palmatum, palmatum var
Acer palmatum," pubescens Li)
Acer japonicum—downy Japanese maple
Acer pseudosieboldianum—Korean maple
Acer shirasawanum—fullmoon maple
Acer sieboldianum—Siebold's maple
Acer buergerianum—trident mapleGiven that these maples are phenotypically variable within each species, and may hybridise with one another, distinguishing between them may be a matter of gradient speciation"
Acer palmatum," In commercial propagation, A"
Acer palmatum, palmatum is often used as rootstock for many of these other species
Acer palmatum,"


== See also ==
List of Award of Garden Merit maples


== References ==


== External links ==
RHS: Acer palmatum cultivation
photo of herbarium specimen at Missouri Botanical Garden, collected in Japan
Shoot: Acer palmatum 'Orange Dream'
The Beauty and Meaning of Latin Plant Names"
Acer platanoides,"Acer platanoides, the Norway maple, is a species of maple native to eastern and central Europe and western Asia, from France east to Russia, north to southern Scandinavia and southeast to northern Iran"
Acer platanoides, It was brought to North America in the mid-1700s as a shade tree
Acer platanoides, It is a member of the family Sapindaceae
Acer platanoides,"


== Description ==
Acer platanoides is a deciduous tree, growing to 20–30 m (65–100 ft) tall with a trunk up to 1"
Acer platanoides,"5 m (5 ft) in diameter, and a broad, rounded crown"
Acer platanoides, The bark is grey-brown and shallowly grooved
Acer platanoides," Unlike many other maples, mature trees do not tend to develop a shaggy bark"
Acer platanoides," The shoots are green at first, soon becoming pale brown"
Acer platanoides, The winter buds are shiny red-brown
Acer platanoides,"
The leaves are opposite, palmately lobed with five lobes, 7–14 cm (2 3⁄4–5 1⁄2 in) long and 8–20 cm or 3 1⁄4–7 3⁄4 in (rarely 25 cm or 9 3⁄4 in) across; the lobes each bear one to three side teeth, and an otherwise smooth margin"
Acer platanoides," The leaf petiole is 8–20 cm (3 1⁄4–7 3⁄4 in) long, and secretes a milky juice when broken"
Acer platanoides," The autumn colour is usually yellow, occasionally orange-red"
Acer platanoides,"

The flowers are in corymbs of 15–30 together, yellow to yellow-green with five sepals and five petals 3–4 mm (0–1⁄4 in) long; flowering occurs in early spring before the new leaves emerge"
Acer platanoides, The fruit is a double samara with two winged seeds
Acer platanoides," the seeds are disc-shaped, strongly flattened, 10–15 mm (3⁄8–5⁄8 in) across and 3 mm (1⁄8 in) thick"
Acer platanoides," The wings are 3–5 cm (1 1⁄4–2 in) long, widely spread, approaching a 180° angle"
Acer platanoides, It typically produces a large quantity of viable seeds
Acer platanoides,"
Under ideal conditions in its native range, Norway maple may live up to 250 years, but often has a much shorter life expectancy; in North America, for example, sometimes only 60 years"
Acer platanoides," Especially when used on streets, it can have insufficient space for its root network and is prone to the roots wrapping around themselves, girdling and killing the tree"
Acer platanoides," In addition, their roots tend to be quite shallow and thereby they easily out-compete nearby plants for nutrient uptake"
Acer platanoides, Norway maples often cause significant damage and cleanup costs for municipalities and homeowners when branches break off in storms as it does not have strong wood
Acer platanoides,"


== Classification and identification ==

The Norway maple is a member (and is the type species) of the section Platanoidea Pax, characterised by flattened, disc-shaped seeds and the shoots and leaves containing milky sap"
Acer platanoides," Other related species in this section include Acer campestre (field maple), Acer cappadocicum (Cappadocian maple), Acer lobelii (Lobel's maple), and Acer truncatum (Shandong maple)"
Acer platanoides," From the field maple, the Norway maple is distinguished by its larger leaves with pointed, not blunt, lobes, and from the other species by the presence of one or more teeth on all of the lobes"
Acer platanoides,It is also frequently confused with the more distantly related Acer saccharum (sugar maple)
Acer platanoides, The sugar maple is easy to differentiate by clear sap in the petiole (leaf stem); Norway maple petioles have white sap
Acer platanoides," The tips of the points on Norway maple leaves reduce to a fine ""hair"", while the tips of the points on sugar maple leaves are, on close inspection, rounded"
